No,Date,Time,PA of Inning,Pitch of PA,Pitcher,Pitcher ID,Pitcher Handedness,Pitcher Team,Batter,Batter ID,Batter Handedness,Batter Team,Pitch Set,Col15,Top/Bottom,Col17,Col18,Col19,Pitch Type,Col21,Pitch Call,Col23,Col24,Col25,Col26,Col27,Notes,Pitch Speed [mph],Pitch Launch (V) [°],Pitch Launch (H) [°],Pitch Spin [rpm],Pitch Spin Direction [°],Pitch Spin Tilt,Pitch Release Height [ft],Pitch Release Side [ft],Pitch Extension [ft],Pitch Break (V) [in],Pitch Break Ind (V) [in],Pitch Break (H) [in],Pitch Strike Zone - Height [ft],Pitch Strike Zone - Offset [ft],Pitch Zone Speed [mph],Pitch Approach (V) [°],Pitch Approach (H) [°],Pitch Time [s],Hit Ball Speed [mph],Hit Ball Launch (V) [°],Hit Ball Launch (H) [°],Hit Spin [rpm],Col51,Col52,Col53,Hit Carry Distance [ft],Col55,Col56,Hit Ball Flight Time [s],pfxx [in],pfxz [in],x0 [ft],y0 [ft],z0 [ft],vx0 [ft/s],vy0 [ft/s],vz0 [ft/s],ax [ft/s²],ay [ft/s²],az [ft/s²],Home Team,Away Team,Col71,Col72,Col73,Col74,GUID,px [ft],pz [ft],Supervisor
32,9/11/2021,15:01:21,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,89.517,1.445,1.73,2129,51.793,7:45,5.455,-0.597,7.8,-43.678,-12.238,-13.774,3.11,-0.196,80.932,-7.104,-0.978,0.412,,,,,,,,,,,,8.57,-6.778,0.518,50.001,5.514,-3.657,-130.289,2.404,14.465,31.956,-43.615,Black,Purple,,,,,{7668C627-D6D5-448E-839F-803280ECA190},0.196,3.11,
33,9/11/2021,15:01:49,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,89.415,2.208,1.483,2179,43.21,7:30,5.356,-0.44,7.886,-41.657,-10.26,-8.498,3.859,0.178,81.133,-5.948,-0.185,0.411,42.964,2.747,-60.672,434,,,,35.186,,,0.575,5.406,-5.959,0.374,50.001,5.448,-3.203,-130.215,4.199,9.173,30.341,-42.284,Black,Purple,,,,,{8C3B2C6D-89F6-4970-9131-522D08901111},-0.178,3.859,
34,9/11/2021,15:02:07,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,73.629,2.36,2.326,2186,342.841,5:30,5.094,-0.748,7.327,-51.974,-4.584,0.964,2.898,1.435,67.404,-7.663,2.513,0.503,69.45,25.336,8.522,367,,,,219.986,,,2.994,0.149,-2.485,0.619,50.001,5.21,-4.378,-107.299,3.416,0.173,19.885,-35.049,Black,Purple,,,,,{542E48D2-D630-482A-B0D8-32AE1586EA6B},-1.435,2.898,
35,9/11/2021,15:02:17,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,Purple,,,,,{BDD041E2-D297-4068-8193-0463B4DD7578},,,
36,9/11/2021,15:02:40,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,89.662,-3.172,1.537,2089,159.046,11:15,6.352,-0.382,7.77,-10.715,20.725,-8.413,2.614,0.293,80.953,-5.264,-0.113,0.412,,,,,,,,,,,,5.367,13.77,0.311,50.001,6.198,-3.325,-130.384,-7.448,9.106,31.096,-8.812,Black,Purple,,,,,{1F58112E-965F-4BEE-8888-5953D6139CD1},-0.293,2.614,
37,9/11/2021,15:03:00,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,90.089,-3.54,2.807,2193,137.347,10:30,6.909,-0.596,7.473,-9.415,22.059,-21.581,2.928,0.136,80.972,-5.373,-1.413,0.413,71.516,27.365,52.299,534,,,,250.444,,,3.43,13.329,14.684,0.453,50.001,6.719,-5.936,-130.993,-8.326,22.699,32.805,-7.169,Black,Purple,,,,,{24AB113E-304A-44D9-BF6C-7D3E0B0D79F9},-0.136,2.928,
38,9/11/2021,15:03:20,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,90.485,-1.033,3.226,2286,122.845,10:00,6.393,-0.95,7.912,-19.789,10.838,-19.604,3.82,0.301,80.242,-4.953,-0.665,0.41,,,,,,,,,,,,12.7,7.8,0.808,50.001,6.342,-7.041,-131.668,-2.762,21.522,36.955,-18.955,Black,Purple,,,,,{36DE03B9-DBAB-46BF-B619-CA05F20E5341},-0.301,3.82,
39,9/11/2021,15:04:01,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,88.4,2.068,1.223,2322,87.608,9:00,5.851,-0.615,8.128,-34.014,-2.093,-14.476,4.856,-0.734,79.298,-4.658,-1.645,0.416,,,,,,,,,,,,8.93,-1.066,0.567,50.001,5.931,-2.487,-128.557,4.04,14.627,31.911,-33.92,Black,Purple,,,,,{D44DC564-BD6F-47BF-A077-8CCF662A1169},0.734,4.856,
40,9/11/2021,15:04:18,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,88.51,0.505,1.193,2213,353.656,5:45,5.63,-0.506,7.86,-48.803,-16.563,1.732,2.015,0.705,81.294,-8.959,1.531,0.415,,,,,,,,,,,,-0.66,-9.181,0.45,50.001,5.644,-2.713,-128.626,0.167,-1.102,27.612,-47.498,Black,Purple,,,,,{C7C5A533-0AAC-47DD-85A6-039439FC22F4},-0.705,2.015,
41,9/11/2021,15:04:45,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,88.62,1.708,1.425,2136,351.294,5:45,5.161,-0.503,7.825,-46.771,-14.601,2.033,2.792,0.941,80.291,-7.433,1.824,0.417,,,,,,,,,,,,-0.722,-8.263,0.436,50.001,5.231,-3.243,-128.783,2.911,-1.195,30.498,-45.841,Black,Purple,,,,,{F69856C9-9E32-4580-9A3A-5423427C02A3},-0.941,2.792,
42,9/11/2021,15:05:20,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,75.446,2.332,0.757,2113,358.199,6:00,4.877,-0.684,7.568,-64.262,-19.174,0.562,1.62,0.044,69.374,-10.06,0.867,0.49,,,,,,,,,,,,-0.102,-10.946,0.645,50.001,4.981,-1.458,-109.505,3.268,-0.124,20.14,-45.406,Black,Purple,,,,,{A86FE9CB-F5C8-4FEC-B9DE-D9C3F82F93D8},-0.044,1.62,
43,9/11/2021,15:05:56,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,88.524,1.476,2.587,2160,81.619,8:45,5.413,-0.708,8.058,-34.828,-2.839,-10.601,3.826,0.714,79.92,-5.373,0.498,0.415,,,,,,,,,,,,7.031,-1.391,0.599,50.001,5.47,-5.616,-128.609,2.678,11.615,30.071,-34.471,Black,Purple,,,,,{2B590213-9C01-4321-89A5-3B8CDC06F874},-0.714,3.826,
44,9/11/2021,15:06:02,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,Purple,,,,,{59BB2CF0-9D02-48CD-803A-5ACC05222616},,,
45,9/11/2021,15:06:23,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,88.407,-0.057,3.118,2148,59.87,8:00,5.653,-0.765,7.887,-41.313,-9.101,-13.521,2.16,0.898,80.376,-8.12,0.464,0.416,,,,,,,,,,,,8.856,-4.541,0.625,50.001,5.643,-6.74,-128.571,-0.933,14.626,29.965,-39.674,Black,Purple,,,,,{18C6A6A3-77FB-4D4B-90CF-278AB6310CE0},-0.898,2.16,
46,9/11/2021,15:06:36,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,87.25,0.098,3.777,2102,82.503,8:45,5.807,-0.978,7.611,-38.111,-4.782,-25.146,2.719,0.324,78.886,-7.33,-1.146,0.425,,,,,,,,,,,,15.76,-1.939,0.793,50.001,5.803,-7.858,-127.014,-0.581,25.261,30.557,-35.281,Black,Purple,,,,,{F4A2B5CD-6D6A-4F04-9C20-9FDB0EE35CD2},-0.324,2.719,
47,9/11/2021,15:06:50,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,90.274,2.406,2.075,2204,358.771,6:00,5.061,0.114,8.134,-47.207,-16.763,0.339,3.27,1.988,82.749,-6.833,2.141,0.403,,,,,,,,,,,,0.406,-9.961,-0.199,50.001,5.153,-4.776,-131.659,4.67,0.709,29.158,-49.576,Black,Purple,,,,,{9BB118B9-F645-4FD3-AB11-0A0B5D9E068D},-1.988,3.27,
48,9/11/2021,15:07:06,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,89.712,-0.173,2.856,2239,83.427,8:45,6.26,-0.259,7.944,-34.188,-3.157,-17.044,3.257,0.872,81.638,-6.862,-0.493,0.409,,,,,,,,,,,,10.834,-1.088,0.134,50.001,6.246,-6.196,-130.846,-1.061,18.55,30.768,-34.037,Black,Purple,,,,,{6A6C2B94-3D31-4581-8000-C34FA9908440},-0.872,3.257,
49,9/11/2021,15:10:55,0,0,Nolan Mederos,{02EEBD84-ED02-499C-AAEC-504F73410396},R,Black,Adam  Wholley,{BFEE6C41-BE0A-42DC-8DBB-A77485E465BD},R,Purple,-,,Top,,,,,,,,,,,,,78.949,1.081,-3.481,1794,255.687,2:30,6.1,2.795,7.166,-38.401,3.665,20.916,3.882,1.38,70.968,-6.34,0.573,0.476,,,,,,,,,,,,-12.971,2.659,-2.599,50.001,6.151,6.492,-114.089,1.334,-16.847,23.83,-28.72,Black,Purple,,,,,{8ED54483-6764-4FA4-9BA4-2013F540BA55},-1.38,3.882,
50,9/11/2021,15:11:08,0,0,Nolan Mederos,{02EEBD84-ED02-499C-AAEC-504F73410396},R,Black,Adam  Wholley,{BFEE6C41-BE0A-42DC-8DBB-A77485E465BD},R,Purple,-,,Top,,,,,,,,,,,,,79.474,1.368,-5.854,1925,276.344,3:15,5.931,3.033,7.29,-46.286,-4.627,27.18,3.317,-0.012,71.447,-7.574,-0.593,0.473,,,,,,,,,,,,-17.326,-2.184,-2.712,50.001,5.994,11.165,-114.408,1.782,-22.664,23.677,-35.03,Black,Purple,,,,,{32251918-8A96-443D-8071-3D48C188AB16},0.012,3.317,
51,9/11/2021,15:11:23,0,0,Nolan Mederos,{02EEBD84-ED02-499C-AAEC-504F73410396},R,Black,Adam  Wholley,{BFEE6C41-BE0A-42DC-8DBB-A77485E465BD},R,Purple,-,,Top,,,,,,,,,,,,,67.198,3.492,-2.118,1718,344.431,5:30,5.915,2.674,6.768,-66.004,-6.988,1.29,3.609,0.847,60.651,-9.153,-1.87,0.564,,,,,,,,,,,,-1.422,-3.75,-2.537,50.001,6.117,3.566,-97.118,4.606,-1.334,17.777,-35.691,Black,Purple,,,,,{E9B6F90E-EF6E-451F-AA66-8B0C4F4C7648},-0.847,3.609,
52,9/11/2021,15:11:32,0,0,Nolan Mederos,{02EEBD84-ED02-499C-AAEC-504F73410396},R,Black,Adam  Wholley,{BFEE6C41-BE0A-42DC-8DBB-A77485E465BD},R,Purple,-,,Top,,,,,,,,,,,,,40.448,11.998,-7.669,1846,205.544,12:45,5.221,-2.966,3.445,,,,5.424,-7.436,33.962,-13.664,-0.96,1.059,,,,,,,,,,,,-21.827,32.52,3.873,50.001,6.569,6.822,-55.685,9.315,-6.438,7.809,-22.582,Black,Purple,,,,,{3EA48151-3DF8-44E2-88AA-44EF636EE1BE},7.436,5.424,
53,9/11/2021,15:11:54,0,0,Nolan Mederos,{02EEBD84-ED02-499C-AAEC-504F73410396},R,Black,Adam  Wholley,{BFEE6C41-BE0A-42DC-8DBB-A77485E465BD},R,Purple,-,,Top,,,,,,,,,,,,,78.478,-0.641,-2.185,1931,161.068,11:15,6.272,2.466,7.244,-25.447,16.628,-6.351,3.571,-0.041,70.471,-5.574,-3.42,0.477,,,,,,,,,,,,2.874,10.749,-2.34,50.001,6.228,4.478,-113.892,-1.806,3.697,24.977,-18.35,Black,Purple,,,,,{AD79D469-21E0-4AE0-95AB-CE7B1D315703},0.041,3.571,
54,9/11/2021,15:12:19,0,0,Nolan Mederos,{02EEBD84-ED02-499C-AAEC-504F73410396},R,Black,Adam  Wholley,{BFEE6C41-BE0A-42DC-8DBB-A77485E465BD},R,Purple,-,,Top,,,,,,,,,,,,,79.196,-0.246,-5.681,1919,244.75,2:15,5.779,2.348,7.593,-38.259,3.314,9.924,2.368,-1.947,71.63,-7.642,-3.76,0.472,,,,,,,,,,,,-7.421,2.755,-2.062,50.001,5.757,11.145,-113.928,-1.221,-9.676,22.482,-28.582,Black,Purple,,,,,{E6241C55-4187-46E2-939E-2D64B5547A2C},1.947,2.368,
55,9/11/2021,15:12:39,0,0,Nolan Mederos,{02EEBD84-ED02-499C-AAEC-504F73410396},R,Black,Adam  Wholley,{BFEE6C41-BE0A-42DC-8DBB-A77485E465BD},R,Purple,-,,Top,,,,,,,,,,,,,78.763,-0.134,-4.573,1845,242.612,2:00,6.349,2.444,7.136,-35.533,6.797,16.152,3.266,-0.365,71.062,-6.979,-1.454,0.477,,,,,,,,,,,,-10.575,4.764,-2.18,50.001,6.329,8.755,-113.818,-1.034,-13.703,23.251,-26.001,Black,Purple,,,,,{910F4F61-59A6-4900-86D1-288005F68998},0.365,3.266,
56,9/11/2021,15:13:09,0,0,Nolan Mederos,{02EEBD84-ED02-499C-AAEC-504F73410396},R,Black,Adam  Wholley,{BFEE6C41-BE0A-42DC-8DBB-A77485E465BD},R,Purple,-,,Top,,,,,,,,,,,,,68.458,2.886,-0.354,1660,101.275,9:30,5.977,2.962,5.881,-58.258,0.661,-12.934,3.804,1.556,62.022,-8.064,-2.797,0.561,77.661,-1.16,-64.644,,,,,48.959,,,0.456,6.881,0.515,-2.926,50.001,6.176,0.928,-98.776,3.545,6.733,17.125,-31.67,Black,Purple,,,,,{BC19BFE1-84D8-4E0F-B870-BB97EA8B9AAE},-1.556,3.804,
57,9/11/2021,15:13:37,0,0,Nolan Mederos,{02EEBD84-ED02-499C-AAEC-504F73410396},R,Black,Adam  Wholley,{BFEE6C41-BE0A-42DC-8DBB-A77485E465BD},R,Purple,-,,Top,,,,,,,,,,,,,79.426,-0.118,-4.097,1925,238.526,2:00,5.893,2.698,7.002,-27.952,13.724,26.054,3.456,1.138,70.443,-5.546,0.972,0.477,76.409,12.703,-39.017,321,,,,177.582,,,1.932,-16.219,9.038,-2.456,50.001,5.876,7.649,-114.876,-0.859,-21.045,27.016,-20.447,Black,Purple,,,,,{1EAB5BC0-D01F-4E5E-9C74-2E766A91767D},-1.138,3.456,
58,9/11/2021,15:14:48,0,0,Nolan Mederos,{02EEBD84-ED02-499C-AAEC-504F73410396},R,Black,Adam  Wholley,{BFEE6C41-BE0A-42DC-8DBB-A77485E465BD},R,Purple,-,,Top,,,,,,,,,,,,,79.176,-1.322,-4.176,1913,215.153,1:15,6.521,2.605,7.149,-25.021,17.017,13.522,3.234,-0.06,70.113,-6.186,-1.542,0.478,,,,,,,,,,,,-9.193,11.376,-2.364,50.001,6.435,8.042,-114.098,-3.173,-11.777,26.493,-17.6,Black,Purple,,,,,{876A853B-B893-4805-B773-00E710BA9AA0},0.06,3.234,
59,9/11/2021,15:15:10,0,0,Nolan Mederos,{02EEBD84-ED02-499C-AAEC-504F73410396},R,Black,Adam  Wholley,{BFEE6C41-BE0A-42DC-8DBB-A77485E465BD},R,Purple,-,,Top,,,,,,,,,,,,,77.825,-2.24,-5.778,1873,212.105,1:00,6.869,2.852,7.391,-22.417,21.237,14.344,2.969,-1.184,69.658,-6.578,-3.003,0.484,,,,,,,,,,,,-10.018,13.745,-2.541,50.001,6.741,11.009,-111.591,-4.83,-12.472,22.436,-15.062,Black,Purple,,,,,{94B9C43A-F8CD-40C3-B6EE-60DDFC012EF6},1.184,2.969,
60,9/11/2021,15:15:10,0,0,Nolan Mederos,{02EEBD84-ED02-499C-AAEC-504F73410396},R,Black,Adam  Wholley,{BFEE6C41-BE0A-42DC-8DBB-A77485E465BD},R,Purple,-,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,Purple,,,,,{94B9C43A-F8CD-40C3-B6EE-60DDFC012EF6},,,
61,9/11/2021,15:16:01,0,0,Nolan Mederos,{02EEBD84-ED02-499C-AAEC-504F73410396},R,Black,Adam  Wholley,{BFEE6C41-BE0A-42DC-8DBB-A77485E465BD},R,Purple,-,,Top,,,,,,,,,,,,,66.645,1.449,-1.119,1791,105.062,9:30,6.516,2.72,6.433,-58.739,1.729,-20.223,2.953,0.006,59.28,-9.813,-5.031,0.577,,,,,,,,,,,,10.783,2.449,-2.632,50.001,6.593,2.309,-96.399,1.202,9.732,20.68,-29.964,Black,Purple,,,,,{FF00A939-1BE8-4607-8CFB-1A84BC1C6F47},-0.006,2.953,
62,9/11/2021,15:16:40,0,0,Nolan Mederos,{02EEBD84-ED02-499C-AAEC-504F73410396},R,Black,Adam  Wholley,{BFEE6C41-BE0A-42DC-8DBB-A77485E465BD},R,Purple,-,,Top,,,,,,,,,,,,,79.093,-1.052,-4.56,1961,231.956,1:45,6.417,2.604,7.237,-30.502,11.452,16.866,2.92,-0.126,70.89,-6.954,-1.289,0.476,,,,,,,,,,,,-11.094,7.844,-2.349,50.001,6.348,8.747,-114.096,-2.743,-14.369,24.405,-22.015,Black,Purple,,,,,{D9E3FD4E-90BE-44CA-AE91-FE57CC07380D},0.126,2.92,
63,9/11/2021,15:16:55,0,0,Nolan Mederos,{02EEBD84-ED02-499C-AAEC-504F73410396},R,Black,Adam  Wholley,{BFEE6C41-BE0A-42DC-8DBB-A77485E465BD},R,Purple,-,,Top,,,,,,,,,,,,,79.263,-1.853,-3.974,1948,218.983,1:15,6.905,2.652,7.138,-22.319,19.798,17.464,3.361,0.499,70.687,-6.17,-0.587,0.477,,,,,,,,,,,,-11.218,12.845,-2.424,50.001,6.789,7.548,-114.074,-4.179,-14.509,24.596,-15.561,Black,Purple,,,,,{F1F298BA-B57D-408E-A9C0-CCC491BADBA5},-0.499,3.361,
64,9/11/2021,15:17:40,0,0,Nolan Mederos,{02EEBD84-ED02-499C-AAEC-504F73410396},R,Black,Adam  Wholley,{BFEE6C41-BE0A-42DC-8DBB-A77485E465BD},R,Purple,-,,Top,,,,,,,,,,,,,78.963,2.884,-1.889,2039,150.943,11:00,6.624,0.66,5.113,-27.907,17.625,-11.142,,,69.522,-2.364,-3.983,,,,,,,,,,,,,5.2,9.563,-0.474,50.001,6.875,4.099,-113.599,4.844,6.595,26.504,-20.045,Black,Purple,,,,,{D612FFEA-B897-47EF-A741-18AC18E351BD},2.049,7.019,
65,9/11/2021,15:17:50,0,0,Nolan Mederos,{02EEBD84-ED02-499C-AAEC-504F73410396},R,Black,Adam  Wholley,{BFEE6C41-BE0A-42DC-8DBB-A77485E465BD},R,Purple,-,,Top,,,,,,,,,,,,,80.386,2.342,1.702,2030,137.644,10:30,6.254,-1.019,7.101,-30.407,9.845,-11.194,5.847,-0.407,70.802,-3.61,-0.491,0.47,,,,,,,,,,,,7.022,6.064,0.921,50.001,6.383,-3.221,-116.627,4.107,9.315,29.454,-24.129,Black,Purple,,,,,{D72CDA30-FBCD-4B95-B802-7CE6C7D91873},0.407,5.847,
66,9/11/2021,15:18:32,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,71.64,3.386,0.54,2068,307.036,4:15,5.345,-1.139,7.283,-61.196,-10.677,12.522,3.31,0.392,65.914,-8.357,2.955,0.518,,,,,,,,,,,,-6.955,-6.313,1.105,50.001,5.517,-1.22,-104.056,4.983,-7.622,17.532,-39.093,Black,Purple,,,,,{E009D918-E84D-46B7-9E67-D7F60A0FC475},-0.392,3.31,
67,9/11/2021,15:18:43,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,85.767,2.223,3.018,2078,57.121,8:00,5.745,-0.54,7.275,-46.035,-10.991,-14.344,3.923,0.996,76.972,-6.729,0.22,0.436,,,,,,,,,,,,9.224,-6.071,0.374,50.001,5.857,-6.246,-124.616,3.805,14.167,30.459,-41.498,Black,Purple,,,,,{FEF0DF34-A281-4FAD-8EEC-D48A3126F3E8},-0.996,3.923,
68,9/11/2021,15:18:48,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,River Hart,{0B1AF188-2950-48A4-B2E4-07EE1D5927A8},R,Black,-,,Bottom,,,,,,,,,,,,,48.476,10.426,5.413,1992,168.577,11:30,6.95,-4.684,6.377,-79.614,41.567,-10.447,,,40.171,-5.096,3.364,,,,,,,,,,,,,8.572,23.804,4.298,50.001,7.677,-6.314,-68.248,11.447,3.746,12.615,-21.771,Black,Purple,,,,,{5738F126-89C3-4FD3-B9DD-441D4BD4A5FF},0.56,10.057,
69,9/11/2021,15:19:13,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,Kyle Lavigne ,{ED810286-ADD4-4380-AE92-A6EAB759FD50},R,Black,-,,Bottom,,,,,,,,,,,,,88.571,1.662,3.12,2484,56.322,8:00,5.46,-0.815,7.64,-44.398,-12.06,-15.979,3.255,0.658,80.048,-7.004,-0.01,0.418,,,,,,,,,,,,10.253,-6.703,0.662,50.001,5.533,-6.688,-128.896,2.808,16.941,31.241,-43.25,Black,Purple,,,,,{134AFA07-EADF-4A97-82DC-3E004AC92BF6},-0.658,3.255,
70,9/11/2021,15:19:31,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,Kyle Lavigne ,{ED810286-ADD4-4380-AE92-A6EAB759FD50},R,Black,-,,Bottom,,,,,,,,,,,,,73.582,2.111,3.046,1934,52.19,7:45,5.602,-1.752,7.599,-59.383,-12.462,-14.031,2.553,-0.182,67.497,-9.387,0.311,0.501,,,,,,,,,,,,9.006,-6.922,1.601,50.001,5.694,-5.457,-107.267,2.896,10.39,20.242,-40.16,Black,Purple,,,,,{7B95F1D1-C5E0-4EA6-A4D0-750F1B248E43},0.182,2.553,
71,9/11/2021,15:19:46,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},R,Purple,Kyle Lavigne ,{ED810286-ADD4-4380-AE92-A6EAB759FD50},R,Black,-,,Bottom,,,,,,,,,,,,,88.021,2.055,0.019,1958,13.022,6:30,5.591,0.384,7.745,-45.589,-12.955,-2.69,3.635,0.177,79.766,-6.848,-0.509,0.419,,,,,,,,,,,,1.563,-7.394,-0.384,50.001,5.68,0.013,-128.048,3.669,2.559,29.898,-44.278,Black,Purple,,,,,{FEBB13A1-7EDB-41DC-8498-B606E331D850},-0.177,3.635,
72,9/11/2021,15:20:17,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},L,Purple,Luke Anderson,{914971B9-2C05-454D-9722-0A25662CF5DF},R,Black,-,,Bottom,,,,,,,,,,,,,71.515,4.735,0.678,2038,339.103,5:15,5.168,-1.293,7.341,-65.564,-14.829,5.096,3.99,-0.256,65.283,-7.904,1.665,0.52,,,,,,,,,,,,-2.702,-9.012,1.254,50.001,5.411,-1.323,-103.703,7.362,-2.927,18.19,-41.936,Black,Purple,,,,,{2B96DB65-F11F-42A3-86E6-938E405D6100},0.256,3.99,
73,9/11/2021,15:20:27,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},L,Purple,Luke Anderson,{914971B9-2C05-454D-9722-0A25662CF5DF},R,Black,-,,Bottom,,,,,,,,,,,,,88.009,-2.258,2.932,2066,153.538,11:00,6.285,-0.488,8.073,-11.607,20.539,-10.867,3.304,1.219,79.526,-4.542,0.79,0.416,,,,,,,,,,,,7.312,13.529,0.365,50.001,6.187,-6.371,-128.256,-5.274,11.999,30.186,-9.973,Black,Purple,,,,,{932BCF50-104F-4578-8B50-B08BDBC4D8B4},-1.219,3.304,
74,9/11/2021,15:20:47,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},L,Purple,Luke Anderson,{914971B9-2C05-454D-9722-0A25662CF5DF},R,Black,-,,Bottom,,,,,,,,,,,,,72.633,2.855,0.276,2098,272.824,3:00,5.287,-0.563,7.32,-51.855,-2.833,22.103,3.548,1.528,66.029,-7.163,4.563,0.513,61.733,13.581,-4.338,325,,,,115.714,,,1.454,-12.507,-1.521,0.541,50.001,5.431,-0.928,-105.489,4.274,-13.911,20.107,-33.866,Black,Purple,,,,,{EC2F5161-EACF-4559-BE00-465E925BE0B2},-1.528,3.548,
75,9/11/2021,15:21:17,0,0,Liam Doyle,{AB554327-ED44-41F5-A769-01385A4C432C},L,Purple,Ryan  Cote,{495BA28B-0DB6-4B5B-9549-58CA72CE4A2F},R,Black,-,,Bottom,,,,,,,,,,,,,86.589,-1.151,1.482,2052,228.655,1:30,5.04,0.169,7.826,-21.671,11.788,15.105,2.204,2.753,78.312,-5.385,4.446,0.426,,,,,,,,,,,,-8.286,8.106,-0.241,50.001,4.982,-3.559,-126.271,-2.959,-13.12,30.327,-19.339,Black,Purple,,,,,{85D788D3-C638-48D9-A9A7-11829F1927EC},-2.753,2.204,
