No,Date,Time,PA of Inning,Pitch of PA,Pitcher,Pitcher ID,Pitcher Handedness,Pitcher Team,Batter,Batter ID,Batter Handedness,Batter Team,Pitch Set,Col15,Top/Bottom,Col17,Col18,Col19,Pitch Type,Col21,Pitch Call,Col23,Col24,Col25,Col26,Col27,Notes,Pitch Speed [mph],Pitch Launch (V) [°],Pitch Launch (H) [°],Pitch Spin [rpm],Pitch Spin Direction [°],Pitch Spin Tilt,Pitch Release Height [ft],Pitch Release Side [ft],Pitch Extension [ft],Pitch Break (V) [in],Pitch Break Ind (V) [in],Pitch Break (H) [in],Pitch Strike Zone - Height [ft],Pitch Strike Zone - Offset [ft],Pitch Zone Speed [mph],Pitch Approach (V) [°],Pitch Approach (H) [°],Pitch Time [s],Hit Ball Speed [mph],Hit Ball Launch (V) [°],Hit Ball Launch (H) [°],Hit Spin [rpm],Col51,Col52,Col53,Hit Carry Distance [ft],Col55,Col56,Hit Ball Flight Time [s],pfxx [in],pfxz [in],x0 [ft],y0 [ft],z0 [ft],vx0 [ft/s],vy0 [ft/s],vz0 [ft/s],ax [ft/s²],ay [ft/s²],az [ft/s²],Home Team,Away Team,Col71,Col72,Col73,Col74,GUID,px [ft],pz [ft],Supervisor
26,9/11/2021,9:17:12,0,0,Harrison Nichols,{8C2155FD-431C-412A-9D59-0390467BFBFB},R,Royal,Rohan Donahue,{2C23C1D1-8288-4A50-915D-321C09BBE1B7},R,Navy,-,,Top,,,,,,,,,,,,,71.321,0.443,-4.732,1583,241.32,2:00,5.859,3.242,7.74,-47.45,3.09,9.357,2.303,-0.228,64.399,-8.791,-2.903,0.522,,,,,,,,,,,,-6.977,2.805,-3.015,50.001,5.87,8.378,-103.07,0.024,-7.376,19.893,-29.209,Royal,Navy,,,,,{3C0711BC-B8BC-4483-9BB1-7C9928D7547A},0.228,2.303,
27,9/11/2021,9:17:53,0,0,Harrison Nichols,{8C2155FD-431C-412A-9D59-0390467BFBFB},R,Royal,Rohan Donahue,{2C23C1D1-8288-4A50-915D-321C09BBE1B7},R,Navy,-,,Top,,,,,,,,,,,,,63.249,3.146,-3.414,1414,195.309,12:30,6.119,3.616,6.711,-62.641,4.182,2.05,3.783,0.662,56.503,-8.9,-3.018,0.603,,,,,,,,,,,,-2.386,3.039,-3.391,50.001,6.303,5.41,-91.33,3.842,-1.958,17.047,-29.681,Royal,Navy,,,,,{A34C1734-043F-4838-96F1-69FE252EC466},-0.662,3.783,
28,9/11/2021,9:18:06,0,0,Harrison Nichols,{8C2155FD-431C-412A-9D59-0390467BFBFB},R,Royal,Rohan Donahue,{2C23C1D1-8288-4A50-915D-321C09BBE1B7},R,Navy,-,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal,Navy,,,,,{334211DA-8C48-462A-B81B-0600F4ADF76D},,,
29,9/11/2021,9:18:32,0,0,Harrison Nichols,{8C2155FD-431C-412A-9D59-0390467BFBFB},R,Royal,Rohan Donahue,{2C23C1D1-8288-4A50-915D-321C09BBE1B7},R,Navy,-,,Top,,,,,,,,,,,,,74.127,1.574,-3.09,1804,288.921,3:45,5.919,3.076,7.7,-50.941,-4.489,7.413,3.088,0.92,66.964,-8.363,-1.637,0.501,78.083,-5.222,-4.549,,,,,24.942,,,0.21,-5.321,-2.001,-2.927,50.001,5.985,5.679,-107.555,2.081,-6.114,21.961,-34.473,Royal,Navy,,,,,{F50F8AED-DA62-49B5-A993-9AE688F7A606},-0.92,3.088,
30,9/11/2021,9:18:43,0,0,Harrison Nichols,{8C2155FD-431C-412A-9D59-0390467BFBFB},R,Royal,Maxwell Riordan,{D5334D8D-DD06-4716-8305-CC5C5D476007},R,Navy,-,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal,Navy,,,,,{25A2CD19-3982-4A7C-8201-55BB65E766A1},,,
31,9/11/2021,9:19:12,0,0,Harrison Nichols,{8C2155FD-431C-412A-9D59-0390467BFBFB},R,Royal,Travis  McKeen,{0AD41BF9-E715-4078-8143-602F6707AD96},R,Navy,-,,Top,,,,,,,,,,,,,72.695,0.848,-3.618,1626,239.091,2:00,6.121,3.641,7.305,-39.592,9.545,18.799,3.59,1.933,65.84,-6.804,0.027,0.513,45.097,13.104,0.238,504,,,,77.832,,,1.32,-11.817,6.122,-3.444,50.001,6.157,6.303,-105.376,0.806,-13.147,19.656,-25.363,Royal,Navy,,,,,{37BA4620-CB5B-492F-BE1A-56CC7A631565},-1.933,3.59,
32,9/11/2021,9:19:41,0,0,Harrison Nichols,{8C2155FD-431C-412A-9D59-0390467BFBFB},R,Royal,Matthew  Vinal,{AE5B88A6-E337-4832-9D53-EE42C43C3157},R,Navy,-,,Top,,,,,,,,,,,,,74.22,-2.646,-2.74,1637,213.077,1:00,7.494,3.691,7.556,-27.378,19.252,13.588,2.828,2.357,67.377,-7.942,-0.091,0.5,,,,,,,,,,,,-8.662,12.83,-3.553,50.001,7.351,4.906,-107.659,-5.48,-10.048,20.703,-17.291,Royal,Navy,,,,,{66307C5C-074E-4449-BDB6-1F70DDBB3839},-2.357,2.828,
33,9/11/2021,9:19:54,0,0,Harrison Nichols,{8C2155FD-431C-412A-9D59-0390467BFBFB},R,Royal,Matthew  Vinal,{AE5B88A6-E337-4832-9D53-EE42C43C3157},R,Navy,-,,Top,,,,,,,,,,,,,67.738,-0.495,-4.447,1678,245.405,2:15,6.265,4.104,6.937,-45.932,12.062,32.549,1.985,2.76,60.488,-9.341,1.873,0.561,,,,,,,,,,,,-19.949,8.565,-3.838,50.001,6.218,6.967,-97.628,-1.73,-18.723,19.307,-24.136,Royal,Navy,,,,,{655FC0E3-7DFD-4071-AACE-490A420559DB},-2.76,1.985,
34,9/11/2021,9:20:08,0,0,Harrison Nichols,{8C2155FD-431C-412A-9D59-0390467BFBFB},R,Royal,Matthew  Vinal,{AE5B88A6-E337-4832-9D53-EE42C43C3157},R,Navy,-,,Top,,,,,,,,,,,,,66.551,-0.302,-2.307,1503,121.299,10:00,5.925,3.301,6.656,-46.928,12.906,-26.461,1.737,-1.015,,,,0.571,,,,,,,,,,,,13.924,9.089,-3.136,50.001,5.885,4.425,-96.562,-1.46,12.73,19.462,-23.864,Royal,Navy,,,,,{12B75F65-AFEA-4748-BE44-108ACC1008FD},1.015,1.737,
35,9/11/2021,9:20:20,0,0,Harrison Nichols,{8C2155FD-431C-412A-9D59-0390467BFBFB},R,Royal,Matthew  Vinal,{AE5B88A6-E337-4832-9D53-EE42C43C3157},R,Navy,-,,Top,,,,,,,,,,,,,75.02,-1.103,-3.798,1762,190.506,12:15,6.923,3.527,7.632,-32.891,12.67,2.674,3.19,0.334,67.916,-7.487,-3.277,0.495,,,,,,,,,,,,-2.76,8.653,-3.338,50.001,6.86,7.172,-108.75,-2.687,-3.258,21.662,-21.962,Royal,Navy,,,,,{36C7DAF3-84A9-4AA5-9EF5-BFB4582EC4B3},-0.334,3.19,
36,9/11/2021,9:20:33,0,0,Harrison Nichols,{8C2155FD-431C-412A-9D59-0390467BFBFB},R,Royal,Matthew  Vinal,{AE5B88A6-E337-4832-9D53-EE42C43C3157},R,Navy,-,,Top,,,,,,,,,,,,,78.445,-2.12,-4.697,1787,229.105,1:45,6.767,3.764,7.876,-20.822,20.552,24.937,3.131,1.635,71.54,-6.169,0.161,0.469,,,,,,,,,,,,-15.779,13.133,-3.553,50.001,6.666,8.901,-113.635,-4.584,-20.623,20.899,-15.01,Royal,Navy,,,,,{763BBC70-A98F-47D7-91BE-C5A722FF30A5},-1.635,3.131,
37,9/11/2021,9:21:07,0,0,Harrison Nichols,{8C2155FD-431C-412A-9D59-0390467BFBFB},R,Royal,Matthew  Vinal,{AE5B88A6-E337-4832-9D53-EE42C43C3157},R,Navy,-,,Top,,,,,,,,,,,,,67.169,4.748,0.451,1463,346.62,5:30,6.133,3.623,7.436,-68.398,-11.366,2.017,4.724,4.197,60.207,-8.607,0.847,0.557,,,,,,,,,,,,-0.994,-6.615,-3.647,50.001,6.37,-0.801,-97.541,6.952,-0.93,19.481,-38.362,Royal,Navy,,,,,{25E07892-1208-4527-880A-92A5C46E3F8A},-4.197,4.724,
38,9/11/2021,9:21:33,0,0,Harrison Nichols,{8C2155FD-431C-412A-9D59-0390467BFBFB},R,Royal,Matthew  Vinal,{AE5B88A6-E337-4832-9D53-EE42C43C3157},R,Navy,-,,Top,,,,,,,,,,,,,75.736,0.322,-2.93,1734,231.668,1:45,6.399,3.645,7.756,-28.078,16.243,22.924,4.348,2.928,68.044,-5.18,1.573,0.489,,,,,,,,,,,,-14.265,10.384,-3.509,50.001,6.408,5.231,-109.976,0.132,-17.145,22.884,-19.694,Royal,Navy,,,,,{0DD2ACF5-E983-4476-9F03-12CD79367FF2},-2.928,4.348,
39,9/11/2021,9:22:01,0,0,Harrison Nichols,{8C2155FD-431C-412A-9D59-0390467BFBFB},R,Royal,Matthew  Vinal,{AE5B88A6-E337-4832-9D53-EE42C43C3157},R,Navy,-,,Top,,,,,,,,,,,,,72.04,0.416,-4.887,1637,222.227,1:30,6.016,3.791,7.832,-34.383,14.914,15.235,3.524,0.678,64.878,-6.304,-1.907,0.514,,,,,,,,,,,,-10.408,9.576,-3.566,50.001,6.028,8.664,-104.199,0.207,-11.284,19.78,-21.793,Royal,Navy,,,,,{4469D667-B19A-4993-9E93-9DA283510F19},-0.678,3.524,
